dorsal;biker;club;time
3070;Ricky Sutton;Independiente;06:01:32
3619;Juan King;Independiente;06:01:33
4050;Joseph Floyd;Independiente;06:01:34
3730;Chelsea Horn;CLUB ciclista Barbastro;06:01:35
1733;Alexander Randall;Independiente;06:01:51
2056;Joe Norris;Independiente;06:01:53
2018;Chase Carter;Independiente;06:01:53
637;James Baker;Independiente;06:01:59
2028;Norma Garcia;Independiente;06:02:04
4249;Matthew Vasquez;Independiente;06:02:04
2083;Jenna Vasquez;Independiente;06:02:05
3462;Seth Duncan;Independiente;06:02:05
2002;Brittany Reyes;Independiente;06:02:06
894;Hannah Williams;Saiatuz;06:02:06
2037;John Cortez;Independiente;06:02:06
4964;Allison Johnson;Independiente;06:02:07
4015;Heather Snyder;Independiente;06:02:11
5299;Ashley Farrell;Independiente;06:02:12
76;Carlos Schneider;Independiente;06:02:24
1175;Destiny Smith;Independiente;06:02:27
3007;Angelica Holden;Independiente;06:02:27
3135;Michael Neal;Independiente;06:02:28
3215;Emily Johnson;Independiente;06:02:30
1800;Emily Miller;Independiente;06:02:41
1719;Stephen Potter;Trianlonn;06:02:41
4233;Kenneth Johnson;Independiente;06:02:42
1627;Nicole Moreno MD;Independiente;06:02:56
3507;Joel Wise;Independiente;06:02:57
5353;Kyle Randolph;Independiente;06:03:05
5352;Wendy Contreras;Independiente;06:03:07
407;Mr. John Cherry;CLUB Clicista Tres Cantos;06:03:09
3819;Tracey Walker;Independiente;06:03:09
1680;Anthony Becker;Independiente;06:03:22
1642;Courtney Herrera;Independiente;06:03:24
1656;David Mendez;Independiente;06:03:25
1687;Jonathon Jones;Independiente;06:03:26
1686;Melvin Pennington;Independiente;06:03:26
4292;Zachary Phillips;Independiente;06:03:30
4545;Melinda Scott;Triatlon torrelavega ;06:03:31
5235;April Sanford;Independiente;06:03:31
5234;Teresa Taylor;Independiente;06:03:33
3405;Amy Baker;Independiente;06:03:34
5259;Cindy Hays;Independiente;06:03:35
3114;Jonathan Snyder;Independiente;06:03:43
1443;Kayla Miles;CLUB ciclista Sariñena ;06:03:47
1446;Matthew Weiss;Independiente;06:03:48
1411;Derek Le;Independiente;06:03:48
1451;Theodore Carlson;Independiente;06:03:49
2619;Travis Davenport;Independiente;06:03:49
2494;Christopher Jackson;Independiente;06:04:00
1188;Allison Davis;Independiente;06:04:01
4443;Jessica Carr;Independiente;06:04:06
4510;Gail Hill;MTB Villalbilla;06:04:07
3095;Kara Clark;BlaiBikes;06:04:11
4186;Brandon Perez;Independiente;06:04:19
4176;Kaitlin Cummings;Independiente;06:04:20
4188;Scott Jones;Independiente;06:04:20
4685;Heather Thomas;Independiente;06:04:34
5330;Kevin Vaughn;CEBicisport;06:04:42
1792;Mark Mccoy;Independiente;06:05:01
2893;Sabrina Moore;Independiente;06:05:01
968;Sarah Vega;Independiente;06:05:06
1030;James Holloway;Independiente;06:05:07
1936;Dr. Jill Horn;Independiente;06:05:08
5158;Amber Holden;Independiente;06:05:11
1694;Jerry Alvarado;Independiente;06:05:18
4160;Christine Daniels;Independiente;06:05:19
5518;Victoria Nelson;Independiente;06:05:20
1647;Mr. Michael Pineda;Independiente;06:05:20
5575;Nicole Miller;C.C. Peñispera ;06:05:23
5576;Rose Harrington;Independiente;06:05:23
3187;Mary Johnston;Independiente;06:05:25
1604;Michael Hall III;Independiente;06:05:33
1705;Jonathan Moore;Independiente;06:05:33
1804;Kathleen Nelson;Independiente;06:05:35
1819;Melissa Norton;A.E. Cota 705;06:05:36
4766;John Miller;SALOU TRIATHLON COSTA DAURADA;06:05:37
1941;Cody Stuart;Independiente;06:05:40
2512;Susan Sanchez;Independiente;06:05:43
5584;William Wood;Independiente;06:05:43
67;Michael Thomas;CLUB ESPORTIU LO NEGRELL ;06:05:44
5543;Tina Fernandez;Independiente;06:05:49
4345;Mary Weber;Independiente;06:05:51
4340;Brian Thomas;Independiente;06:05:52
4216;Elizabeth Hines;Independiente;06:06:24
3128;Laura Rodgers;OM BICI;06:06:34
4730;John Flores;Independiente;06:06:37
5482;Patricia Hayes;Independiente;06:06:38
3142;George Diaz;Independiente;06:06:41
3759;Steven Moore;CC La Alcarria ;06:06:48
3774;Joshua Schroeder;CC La Alcarria ;06:06:48
1281;Cheryl Elliott;Arroyobikers ;06:06:54
656;Joseph Cabrera;Arroyobiker;06:06:55
4728;Patricia Barnett;Independiente;06:07:31
3661;Darlene Mccullough;CLUB CICLISTA GRAUS;06:07:32
3599;Brandi Martin;Independiente;06:07:32
1294;Nicholas Waller;Independiente;06:07:35
1295;Reginald Hayes;Independiente;06:07:35
3243;Kimberly Rodriguez;CLUB Ciclista Sariñena ;06:07:47
3244;Kenneth Garcia;Independiente;06:07:47
3595;Erik Salazar;Salignac cyclotourisme ;06:07:59
497;Garrett Torres;Independiente;06:08:07
1136;Stacey Johnson;Independiente;06:08:08
2362;John Berry;Cc pinseque;06:08:18
1976;Cameron Hansen;Independiente;06:08:20
2163;Lisa Riddle;Club ciclista Pinseque ;06:08:20
2053;John Harris;Independiente;06:08:20
5323;Diane Barr;Independiente;06:08:21
2900;Tracy Ball;Independiente;06:08:26
2899;Travis Ward;Independiente;06:08:26
4386;Juan Martin;Independiente;06:08:29
2476;Terry Gregory;BIRRABIKES ;06:08:35
2263;Ariana Mejia;Birrabike;06:08:35
2483;Calvin Mccormick;Birrabikes ;06:08:35
5454;Shawn Harris;Independiente;06:08:37
5260;Dustin Mendoza;Independiente;06:08:40
1761;Sarah Bell;CLUB CICLISTA COLOMENC ;06:08:56
2330;Anna Schroeder;Independiente;06:08:56
3424;Justin Griffith;Independiente;06:08:57
3434;Kayla Mills;Independiente;06:08:58
4366;Robert Fischer;Independiente;06:09:01
3100;Margaret Mcdaniel;Independiente;06:09:04
4948;Samantha Graham;Independiente;06:09:12
583;Jennifer Turner;Independiente;06:09:13
4994;Nathan Zimmerman;Independiente;06:09:15
584;Elizabeth Scott;Independiente;06:09:15
3924;Christopher Washington;Independiente;06:09:23
5534;Levi Walker;Independiente;06:09:23
2459;Emma Fitzpatrick;Independiente;06:09:29
2460;Debra Ibarra;Independiente;06:09:29
3753;Cynthia Reid;Independiente;06:09:35
2846;Joe Allen;Independiente;06:09:40
2325;David Douglas;Independiente;06:09:43
2200;Matthew Larson;Independiente;06:09:44
5266;Brandi Taylor;Independiente;06:09:45
5267;Hunter Chang;Independiente;06:09:46
5265;Edward Webb;Independiente;06:09:46
3495;Michele Harris;CCBarbastro;06:09:57
3541;Timothy Rios;Independiente;06:09:58
5600;Kelly Smith;Enbicipormadrid;06:10:08
2892;Max Garcia;Independiente;06:10:27
2887;Susan Hammond;Independiente;06:10:27
4736;Kathleen Sanchez;Almorzaras ;06:10:38
5540;Joseph Daugherty;almorzar.as;06:10:39
4741;Mary Byrd;Almorzar.as;06:10:39
4731;Cheryl Lopez;almorzar.as;06:10:39
4737;Becky Morgan;Almorzar.as;06:10:40
4756;Nathan Robertson;Almorzaras ;06:10:41
4806;Jerry Cook;Independiente;06:10:41
4543;Robert Smith;Almorzarás ;06:10:41
4663;Judith Hess;Independiente;06:10:41
4549;Amy Perez;Almorzaras ;06:10:44
4821;Kevin Foster;Almorzar.as;06:10:45
4690;Peter Key;Almorzar.as;06:10:47
4666;Heidi Parker;ALMOZAR.AS ;06:10:47
2021;Jessica Lane;Independiente;06:10:51
4210;Cheryl Crawford;Independiente;06:11:05
5497;William Ford;Independiente;06:11:17
1041;Allison Mullins;Independiente;06:11:25
5070;Rodney Thompson;Independiente;06:11:25
5271;Jennifer Fowler;Independiente;06:11:25
4255;Kimberly Lewis;Independiente;06:11:30
1695;Regina Knight;Independiente;06:11:37
4869;Daniel Butler;Independiente;06:11:39
1646;Jeremy Wilson;Independiente;06:11:40
3176;Ryan Johnson;Independiente;06:11:43
1747;Chad Whitaker;CLUB CICLISTA;06:11:48
2035;Joseph Williams;Independiente;06:11:48
2279;William Taylor;Independiente;06:11:49
5155;Nicholas Rodriguez;UCSC ;06:12:06
2217;Adam Dudley;BIRRETES TEAM CÀLIG;06:12:13
2579;Anne Cervantes;Independiente;06:12:16
2328;Dennis Schultz;Independiente;06:12:17
3604;Johnathan Bender;Trail run Camí dels Ibers;06:12:28
3602;David Merritt;CE Camí dels Íbers Trailrun;06:12:28
1659;Kristen James;Club ciclista La Montaña Aranjuez;06:12:35
5307;Brady Ray;Extrem Zornotza;06:12:51
3961;Adam Perry;Independiente;06:12:52
5205;Daniel Rodriguez;Independiente;06:12:52
5325;Edward King;Club Ciclista Sena ;06:12:54
5249;Pamela Graham;Independiente;06:12:55
5485;Tara Graham;Independiente;06:13:07
5486;Kevin Phillips;Independiente;06:13:07
4659;Benjamin Payne MD;Independiente;06:13:15
3210;Christopher French;Independiente;06:13:29
3181;Robert Martin;Independiente;06:13:30
3315;James Sanders;Independiente;06:13:33
598;William Gonzalez;Independiente;06:13:39
4838;Dr. Jerry Davis;Independiente;06:14:13
4842;Scott Compton;Independiente;06:14:14
4831;Grant Bell;Independiente;06:14:19
1736;Tracy Nash;Independiente;06:14:23
3781;Neil Simpson;Independiente;06:14:25
2561;Mikayla Mayo;Independiente;06:14:25
2602;Tiffany Buchanan;Independiente;06:14:25
340;Sarah Wells;MONBIKER CC;06:14:27
5161;Mitchell Washington;Independiente;06:14:27
2254;Karen Owens;Independiente;06:14:32
2267;James Jones;Peña Ciclista Sprint ;06:14:33
3966;Matthew French;Independiente;06:14:34
2272;Sarah Simmons;Independiente;06:14:34
2247;Roger Ortega;MUEBLES PINTO;06:14:35
5367;Leah Johnson;LUNÁTICOS BIKE ;06:14:41
786;Samantha Coleman;Independiente;06:14:45
4341;Lori Schwartz;GER;06:14:50
3632;Brandon Collins;Independiente;06:15:05
3926;Marissa Mason;Club ciclista campredo ;06:15:12
3043;Robert Jones;Independiente;06:15:13
3057;Brett Henderson;Independiente;06:15:14
3044;Seth Keller;Independiente;06:15:15
3066;Dr. Kyle Ramos;Independiente;06:15:19
545;Victoria Garcia;Independiente;06:15:20
5319;Dawn Black;Independiente;06:15:23
3203;Christine Clark;Independiente;06:15:33
3392;Jeffrey Diaz;CLUB CICLISTA CULTURAL REAL SITIO DE ARANJUEZ;06:15:33
2488;Michael Gentry;Independiente;06:15:34
5472;James Anderson;Independiente;06:15:34
3865;Laura Gonzalez;Independiente;06:15:37
5474;Justin Hart;Independiente;06:15:37
5410;Jesus Brooks;Independiente;06:15:37
2182;Wendy Butler;Independiente;06:15:39
4840;William Johnson;Independiente;06:15:53
4529;Desiree Hunter;Independiente;06:15:53
3398;Brandi Norman;CLUB CICLISTA REAL SITIO DE ARANJUEZ ;06:15:58
5426;Brett Thomas;Independiente;06:16:09
2464;Jackie Bennett;Cc campdevanol ;06:16:10
2291;Gregory Anderson;Uc campdevanol ;06:16:11
2555;Mary Ellison;UCC Campdevanol;06:16:11
2462;Jennifer Jordan;UCC campdevanol;06:16:11
2598;Phillip Watkins;Independiente;06:16:12
1591;Angela Bailey;Independiente;06:16:12
3035;Timothy Newman;Independiente;06:16:16
810;Patricia Alvarez;Independiente;06:16:17
3016;Nicole Rose;Independiente;06:16:17
4357;Veronica Todd;Independiente;06:16:17
857;James Rogers;Independiente;06:16:18
4622;Mark Anderson;BP BIKERS;06:16:30
3940;Frank Reeves;Independiente;06:16:30
5355;Christopher Levine;Independiente;06:16:34
2469;Rhonda Mcdonald;Independiente;06:16:35
3381;Anna Norris;Independiente;06:16:36
198;Kelly Torres;Independiente;06:16:44
197;David Gonzalez;Independiente;06:16:46
5560;Luke Miller;Independiente;06:16:52
767;Shannon Bradley;RUNBAIK;06:16:58
4504;Randall Hensley;CLUB ciclista Tres Cantos;06:17:00
3563;Amber Rojas;Club dones Bicibles;06:17:01
5510;David Rivera Jr.;Independiente;06:17:07
1551;David Lopez;C.D. Chatarras Torrevieja;06:17:07
3090;Bradley Lyons;Independiente;06:17:08
4818;Brendan Cook;Independiente;06:17:08
3468;Alejandra Jones;Independiente;06:17:09
5551;Joseph Clark;Independiente;06:17:11
5565;Wanda Lopez;Independiente;06:17:11
1901;Jared Thomas;DRACSBIKES ;06:17:12
382;Robin Walsh;Independiente;06:17:19
1417;Brandy Anderson;Independiente;06:17:19
397;Lauren Mcgee;Independiente;06:17:20
365;Brenda Santiago;Independiente;06:17:20
1423;Christopher Bryant;Independiente;06:17:21
4892;Michael Cox;Independiente;06:17:28
5567;Andrew Campbell;Independiente;06:17:34
4681;Jason Johnson;Independiente;06:17:34
5568;Haley Newman;Independiente;06:17:35
5086;Gary Graham;Independiente;06:17:36
4802;Crystal Werner;Independiente;06:17:47
4759;Dale Bates;MOCHUELOS MTB;06:17:48
4801;Andrea Lowery;Independiente;06:17:48
4975;April Benitez MD;Independiente;06:17:53
4815;Jeremy Jackson;Independiente;06:17:56
2109;Melissa Soto;Independiente;06:18:00
5550;Jeremy Vega;Independiente;06:18:02
4023;Timothy Bennett;Independiente;06:18:12
4096;Lucas Johnson;Independiente;06:18:21
5387;Jonathan Ramos;Independiente;06:18:21
4092;David Booker;Independiente;06:18:21
2845;Nancy Ramos;C.A GENOVÉS;06:18:35
2447;Kevin Phillips;CC APACHES BIKERS;06:18:35
4683;Bobby Black;Independiente;06:18:44
4684;Gary Mathis;Independiente;06:18:45
1072;Lisa Powell;Esport ciclista calderí;06:18:57
1074;James Peterson;Club ciclista calderí;06:18:57
3526;Eric Carpenter;Independiente;06:19:00
3004;Mrs. Melissa Davis;Independiente;06:19:30
3005;Jennifer Adams;Independiente;06:19:30
5171;Sarah Howe;Independiente;06:19:37
3892;Rachel Johnson;Independiente;06:19:38
594;Heather Moore;Independiente;06:19:42
2413;Eric Cabrera;Independiente;06:19:43
2467;Travis Miller;Independiente;06:19:45
3289;Wesley Hutchinson;Independiente;06:19:48
4277;Christopher Taylor;Independiente;06:19:59
5306;Jessica Garner;Independiente;06:20:16
3001;Brooke Goodwin;Independiente;06:20:17
5388;Julie Burnett;Independiente;06:20:23
3743;Tammy Waller;Independiente;06:20:30
1808;Brent Watson;Independiente;06:20:32
3403;Kelly Jones;Independiente;06:20:32
3630;Michael Cox;Independiente;06:20:37
5112;Michael Ferrell;Independiente;06:20:39
5118;Peter Payne;Independiente;06:20:41
5119;Joan Vargas;Independiente;06:20:41
2739;Carl Fisher;Independiente;06:20:44
2740;Carla Long;Independiente;06:20:45
4696;Charles Miller;Independiente;06:20:47
5057;Timothy Joseph;Independiente;06:20:56
4997;James Dyer;Club Ciclista Graus;06:20:57
4998;Tammy Patrick;Independiente;06:20:59
4632;Abigail Washington;Independiente;06:21:06
3028;Kimberly Smith;Independiente;06:21:08
5083;Carolyn Robertson;Independiente;06:21:10
3320;Robert Cook;Independiente;06:21:18
5590;Troy Marquez;Independiente;06:21:39
4635;Joseph Martin;Independiente;06:21:41
2048;Rebecca Willis;Independiente;06:21:45
5589;Sarah Mckee;Independiente;06:21:54
2472;Justin Fowler;Independiente;06:22:09
4282;Kristine King;Independiente;06:22:13
2004;Kathryn Garcia MD;Independiente;06:22:15
4284;Tiffany Perez;Independiente;06:22:15
2001;Erik Kaufman;Independiente;06:22:17
5187;Jackie Allen;Independiente;06:22:23
3866;Kevin Hughes MD;Independiente;06:22:23
5264;Jonathan Lopez;Independiente;06:22:29
3645;Lisa Simmons;Independiente;06:22:30
3575;Wendy Smith;JABAT@S TRAIL TEAM BTT ;06:22:43
3383;Shawn Taylor;Independiente;06:22:45
4966;Mario Lee;Independiente;06:22:45
3393;Mr. Tyler Bowman;Independiente;06:22:46
4957;Randy Ramirez;Independiente;06:22:46
3673;Brooke Smith;Independiente;06:23:01
3670;Jennifer Jones;CLUB ciclista Castelldefels BS ;06:23:02
3671;Charles Oconnor;Independiente;06:23:02
2837;Wendy Kennedy;Independiente;06:23:06
3159;Robyn Stewart;Independiente;06:23:07
3162;Albert Vaughan;Independiente;06:23:09
5322;Carrie Waller;Independiente;06:23:32
5321;Kimberly Gates;Independiente;06:23:34
921;Edward Baker;Independiente;06:23:51
3239;Jonathan Vaughan;Estivella Bike ;06:23:52
2106;Kerri Campbell;Independiente;06:23:53
1512;Savannah Cook;Independiente;06:24:07
5212;Sarah Gonzales;Independiente;06:24:15
918;Rachel Stewart;CLUB ciclista edelweiss;06:24:19
1946;Patricia Rodriguez;Independiente;06:24:20
3946;Melvin Petersen;Independiente;06:24:24
879;Aaron Ferguson;Independiente;06:24:30
896;James Dyer;Independiente;06:24:33
2775;Susan Williams;Independiente;06:24:40
3508;Paul Gilbert;Independiente;06:24:48
3755;Reginald Palmer;Independiente;06:24:50
4112;Ryan Savage;Independiente;06:24:53
3542;Ashley Howard;Independiente;06:24:57
3391;Nicole Hardy;Independiente;06:24:57
1434;Sean Perez;Club Ciclista Jubierre ;06:25:02
1530;Joanne Garcia;Independiente;06:25:08
1531;Stacy Gilmore;Independiente;06:25:09
3168;Christina Hall;CCXURRIBIKERS;06:25:09
3013;Barry Campbell;Independiente;06:25:12
3339;Lisa Goodman;Independiente;06:25:17
3394;Jenny Kelly;Independiente;06:25:17
5301;Amanda Jordan;Independiente;06:25:22
5382;Jason Tran;Independiente;06:25:25
3333;Jason Hunter;Independiente;06:25:29
2235;Edward Anderson;Independiente;06:25:29
3282;Brett Stevens;Independiente;06:25:31
3284;Ronald Butler;Independiente;06:25:31
3173;Brandon Yu;Independiente;06:25:34
4623;Anna Flynn;Independiente;06:25:36
3615;James Casey;Independiente;06:25:40
4891;Ashley Little;Independiente;06:25:47
4886;Kevin Gross;Independiente;06:25:50
1095;Barbara Moran;Independiente;06:25:50
3767;Theresa Taylor;Independiente;06:25:58
3761;Joseph Carlson;Independiente;06:26:00
3764;Jennifer Carr;Independiente;06:26:00
1492;Mitchell Bridges;Independiente;06:26:04
2208;Shannon Lawson;Independiente;06:26:24
3900;Michael Blair;Independiente;06:26:24
2296;William Holmes;CLUB ciclista Sarrià de Ter;06:26:24
3814;James Caldwell;XE TIRA TU ;06:26:25
2419;Bruce Moore;Independiente;06:26:26
611;Molly Wilson;Independiente;06:26:29
877;Christopher Casey;Independiente;06:26:32
2364;Crystal Wilson;Independiente;06:26:36
4007;Devon Horne;Club Triatlón Granollers ;06:26:43
3667;Daniel Patrick;Independiente;06:26:46
3675;Eugene Gregory;Independiente;06:26:46
3676;David Martin;Independiente;06:26:47
3535;Mary Dunn;Club ciclista Binéfar 2010;06:26:51
2749;Claire Bernard;SCC Pobla;06:26:56
1974;Jennifer Lane;Independiente;06:27:08
46;Dustin Lucas;Independiente;06:27:26
36;Robert Ramos;Independiente;06:27:28
5099;Allen Campbell;Independiente;06:27:38
1404;Michael Oconnor;Independiente;06:28:02
4983;Courtney Lee;Independiente;06:28:09
4951;Kristopher Smith;Independiente;06:28:11
2197;Robert George;TEAM DISNOVA ;06:28:20
5525;Jason Jones;Independiente;06:28:21
4732;Thomas Grimes;Independiente;06:28:22
4733;Donald Conley;Independiente;06:28:22
2202;Joseph West;Independiente;06:28:22
3580;Joseph Alexander;Independiente;06:28:23
3626;Laurie Smith;BTT ZARAGOZA ;06:28:30
3841;Logan Esparza;Independiente;06:28:49
796;Kristin Jones;Independiente;06:29:01
5316;Timothy Bailey;Independiente;06:29:10
94;Derrick Brandt;Independiente;06:29:15
5572;Angela Fisher;Independiente;06:29:28
93;Alison Mejia;Independiente;06:29:40
5571;Lori Hess;Independiente;06:29:43
3271;Ashley Young;Independiente;06:29:43
3273;Matthew Stewart;Independiente;06:29:44
3723;Wanda Baker;Independiente;06:30:04
2506;Lori Hunter;Independiente;06:30:04
3705;Christine Johnston DDS;Independiente;06:30:05
3729;Pamela Smith;Independiente;06:30:05
3722;Jessica West;Independiente;06:30:06
3362;Bobby Calderon;Independiente;06:30:12
666;Savannah Garcia;Independiente;06:30:19
5552;Douglas Haynes;Independiente;06:30:21
5583;John Davis;Independiente;06:30:47
5582;Samantha Parker;Independiente;06:30:50
2060;Tara Malone;CLUB Ciclista Fraga;06:30:57
1567;Raymond Stephens;Independiente;06:31:02
1593;Vincent Lam;Independiente;06:31:04
4739;Dr. Matthew Rubio;Independiente;06:31:09
1428;Candice Jimenez;CLUB Ciclista Sariñena ;06:31:16
1449;Terry Garcia;Independiente;06:31:19
3636;Tammy Wilson;Independiente;06:31:26
3260;David Williams;Independiente;06:31:54
3934;Christopher Conner;Independiente;06:32:10
5090;Thomas Garrett;Independiente;06:32:10
5521;Christine Williams;Independiente;06:32:12
3306;Brenda Ochoa;Independiente;06:32:21
5502;Ryan Franklin;Independiente;06:32:35
5501;Kelly Carney;Independiente;06:32:35
5499;Sara Bond;Independiente;06:32:36
5503;Mckenzie Owens;Yellow socks ;06:32:36
4328;Christopher Norris;Independiente;06:32:45
1257;David Hernandez;Independiente;06:32:45
2585;Samuel Simon;Independiente;06:32:45
5570;Adam Crawford;Independiente;06:32:46
3475;Kevin Carrillo;Independiente;06:33:01
4692;Amanda Jones;Independiente;06:33:08
4968;Kenneth Gilbert;Independiente;06:33:09
5401;Jamie Perkins;Independiente;06:33:09
4200;Tammy Guerrero;Independiente;06:33:09
4189;Beth Martinez;Independiente;06:33:10
4121;Andrea Kennedy;Independiente;06:33:12
4967;Julia Fields;Independiente;06:33:12
4155;Linda Diaz;Independiente;06:33:13
1241;Cynthia Williams;Independiente;06:33:14
1204;Scott Hernandez;LOINAZ ;06:33:17
5554;Heather Weber;Independiente;06:33:22
4593;Jared Potts;CLUB Ciclista Besós;06:33:30
3411;Dylan Lopez;Independiente;06:33:41
2823;Leah Alexander;Independiente;06:33:53
5558;John Gregory;Independiente;06:34:00
5557;Colin White;Independiente;06:34:01
3588;Katie Payne;Independiente;06:34:03
2239;Brooke Hall;Independiente;06:34:03
3800;Crystal Webb;Independiente;06:34:03
2240;James Weaver;Independiente;06:34:03
4389;Michael Martinez;CLUB CICLISTA BARBASTRO;06:34:05
2008;Matthew Boyle;C.C.Barbastro;06:34:06
4436;Scott Edwards;Independiente;06:34:13
4437;Elizabeth Mcpherson;Independiente;06:34:15
4916;Shawn Rhodes;Independiente;06:34:15
2844;Tamara Elliott;C.A GENOVÉS;06:34:21
4646;Donna Mcintosh;Independiente;06:34:29
770;Sara Parker;Independiente;06:34:56
3663;Michael Taylor;Independiente;06:35:00
5139;Wayne Beasley;Independiente;06:35:01
5064;Paul White;Independiente;06:35:14
4620;Victor Summers;Independiente;06:35:14
5068;Lisa Williams;Independiente;06:35:15
5237;Mark Porter;VACARISSESCORRE;06:35:21
4640;Arthur Rodgers;Independiente;06:35:24
3596;Tara Bullock;CLUB BTT LA RAPITA ;06:35:25
2424;Stephanie Sharp;Independiente;06:35:32
2426;Marie Davis;Independiente;06:35:33
4024;Maria Hanson;Independiente;06:35:44
2355;Yvonne Lloyd;Independiente;06:35:44
4699;Justin Hubbard;Independiente;06:35:52
3040;Jerome Stevens;Independiente;06:36:03
5500;Deanna Torres;Independiente;06:36:15
2895;Henry Guerrero;Independiente;06:36:18
3465;Kayla Williams;Independiente;06:36:20
3557;Tracy Williams;Independiente;06:36:20
2422;Joseph Davis;Independiente;06:36:21
2393;Jerry Ayala;Independiente;06:36:24
2402;Ruben Stewart;Independiente;06:36:24
4527;Heather Anthony;Independiente;06:36:42
4530;Tim Hernandez;Independiente;06:36:42
5336;Andrew Carlson;OZONO;06:36:53
5460;Amanda Griffith;C.D.OZONO;06:36:54
3219;Michael Jackson;Independiente;06:36:58
3643;Theresa Lowe;UCSC ;06:36:58
3719;Sheila Brooks;Independiente;06:36:58
3739;Maxwell Hodge;Independiente;06:36:59
3042;Donald Wallace;Independiente;06:37:07
3160;Stephanie Johnson;Independiente;06:37:09
162;Marvin Beck;Independiente;06:37:17
145;Ronnie Bentley;Independiente;06:37:19
4963;Christopher Fisher;Independiente;06:37:37
2389;Donna Boyle;Independiente;06:37:38
4035;Sean Shaw;C.C. Veleño;06:37:38
245;Nancy Lee;Independiente;06:37:47
4569;Terry Haas;Independiente;06:37:48
246;Brian Phillips;Independiente;06:37:48
3574;Kenneth Carey;MONTAÑERAS ADEBAN;06:37:49
3389;Matthew Velasquez;Independiente;06:37:54
1053;Tara Robinson;Independiente;06:38:19
1725;Janice Thompson;Independiente;06:38:20
1978;Valerie Sanford;Independiente;06:38:23
3531;Thomas Spencer;Independiente;06:38:24
3529;Aaron Garcia;Independiente;06:38:39
3301;Madison Williams;Independiente;06:38:39
3886;Scott Romero;Independiente;06:38:45
3799;Sabrina Williamson;Independiente;06:38:48
2115;Mr. Jeffrey Parsons;Independiente;06:39:04
4124;Dawn Marquez;Independiente;06:39:26
4025;Brandi Lopez;CC Terraferma;06:39:26
4276;Laura Martinez;E32;06:39:27
1954;Cameron Perez;Independiente;06:39:34
1984;Kenneth Perez;Independiente;06:39:36
2195;John Gomez;Independiente;06:39:36
5144;Jacob Butler;Independiente;06:39:41
3697;Bailey Graves;UCSC ;06:39:47
3637;Andrea Hernandez;Bike Bcn ;06:39:54
5243;Aaron Hernandez;Independiente;06:40:20
5581;Cesar Thompson;Independiente;06:40:22
4206;Ann Rodriguez;Independiente;06:40:23
4996;Corey Jimenez;Independiente;06:40:24
4979;Travis Rangel;Independiente;06:40:28
4822;Jason Wells;Independiente;06:40:29
306;Nicholas Young;Independiente;06:40:50
4698;Mrs. April Le PhD;Independiente;06:41:05
4750;Ashley Davenport;Independiente;06:41:06
3361;David Davis;Independiente;06:41:08
4725;Renee Lamb;CLUB ciclista Vespella de Gaia ;06:41:08
4708;Tracy White;Club ciclista vespella ;06:41:09
3072;Corey Simmons;Independiente;06:41:12
4746;Sharon Jimenez;Independiente;06:41:13
1255;Larry Howell;Independiente;06:41:14
4747;Rebecca Ali;Independiente;06:41:15
5512;Daniel Bauer;Independiente;06:41:20
2372;Shawn Bradford;Independiente;06:41:33
4212;Joan Adams;Independiente;06:41:34
3048;Mary Bryan;Independiente;06:41:39
3051;Breanna Cooper DVM;Peña Guara ;06:41:39
3290;Lisa Pierce;Independiente;06:41:41
5063;Chase Mitchell;Independiente;06:41:48
5292;Janet Turner;BSTZS Bikers Club;06:41:53
5290;Megan Franklin;Los Reales ;06:41:54
5293;Dr. Jessica Novak;Bostezos ;06:41:55
5508;John Moses MD;Independiente;06:42:12
3689;Ian Rodriguez;Independiente;06:42:13
4788;Karen Patel;Independiente;06:42:26
4887;Brenda Myers;Independiente;06:42:30
4841;Donna Robertson;Independiente;06:42:30
4893;Keith Jackson;Independiente;06:42:31
3186;Julian Wells;Club ciclista torelló;06:42:35
4595;Courtney Morton;Independiente;06:42:42
3516;Tristan James;Independiente;06:42:42
3692;Melissa Griffith;Independiente;06:42:42
5318;Richard Nelson;Independiente;06:42:45
3592;Dennis Mcdonald;TORREZNOBIKES;06:42:49
4185;Robert Torres;Independiente;06:43:20
5203;Angela Elliott;Independiente;06:43:33
4953;Daniel Sutton;Independiente;06:43:38
3750;Anthony Fisher;Independiente;06:43:42
3490;Lucas Cardenas;Independiente;06:43:45
3299;Alexander Robinson;Independiente;06:43:49
3492;Kayla Anderson;Independiente;06:43:50
5447;Sara Vasquez;Independiente;06:43:51
5413;Yolanda Castro;Independiente;06:43:51
4619;Jeremiah Johnson;Independiente;06:43:52
5185;Jonathan Navarro;Independiente;06:43:52
1923;Sarah Diaz;Independiente;06:44:01
5196;Brian Davis;Peña Guara ;06:44:02
3136;Christopher Holloway;Independiente;06:44:06
3642;Brian Lawrence;Independiente;06:44:10
4676;Chad Pham;Independiente;06:44:13
3480;Brett Barnes;Independiente;06:44:13
3118;Samantha Nelson;Terrassa Bike btt;06:44:15
3483;Rebecca Carter;Independiente;06:44:15
3117;Brian Jones;Terrassa Bike btt;06:44:17
3119;Michael Berry;Terrassa Bike btt;06:44:17
3248;Tammy Doyle;ELITE TEAM ;06:44:29
3657;Gregory Mckee;Independiente;06:44:30
5126;Nathaniel Rodriguez;Independiente;06:44:35
